cleaned_text,label,lexicon_label
coba manusia ambisi ego krn ujung derita cenderung buat bodoh pikir tindak,cyberbullying,cyberbullying
bodoh ko ni mcm suffisampah,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
lupa rakyat bodoh,cyberbullying,cyberbullying
kampus bodoh,cyberbullying,cyberbullying
ahh sabrinaaa is geramm i even came across these at tiktok yatuhannn panas nya hatiii bodoh nihh,cyberbullying,cyberbullying
dah hensem bodoh pulak tu pilih jela,cyberbullying,cyberbullying
tipe yg in rl kalo doi selengki yg labrak cewenya doang nama bodoh,cyberbullying,cyberbullying
anak pintar makany hati mengajariny orang dewasa bodoh hati tanggap,cyberbullying,cyberbullying
si bodoh udah tau wajar rusak tatanan atur laku institusi tni eh pas badan poko pangkat karbitan karbitan ya pensiun,cyberbullying,cyberbullying
kau bodoh,cyberbullying,cyberbullying
bodoh yg sesal,cyberbullying,cyberbullying
spin la mcmana rakyat bodoh,cyberbullying,cyberbullying
nampak sngat ko ni bodoh bengap,cyberbullying,cyberbullying
pasal bodoh ship depa sorry jiwon you deserve better,cyberbullying,cyberbullying
selamat pagi bodoh bodoh,cyberbullying,cyberbullying
malu sih bodoh laki laki,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
iya rakyat bodoh asset yg cuan cukong ologarki konoha mode,cyberbullying,cyberbullying
ahy mundur maju cagub dki bodoh,cyberbullying,cyberbullying
marah marah si d si d marahin perempuan si s ngejauh bener bodoh kena manipulasi cowo perempuan ga daya serang mental,cyberbullying,cyberbullying
udah orang bodoh yg melintir poin twt ku jaman ngemtot udah ditandain karna riding wave sana join si gondes jg udah yg remind samasekali ga peduli sukaga rmy tp yg jd poin adala,cyberbullying,cyberbullying
selalu jenis jerit berfikiran kolot ni tengok rupa kroni rempit tua bodoh lemak bebal kali orang dbkl ni je gaya doctor strange biar niaga bodoh tu nampak bodoh situ,cyberbullying,cyberbullying
bodoh tuntut tanggung pria chat cewe sharing cwe tau selingkuh kecewa cerita laki laki kecewa bilang gamau sma laki laki si d,cyberbullying,cyberbullying
aneh aja sih orang ngebahas progress jaman skrg bahas progress nya banding bodoh gw,cyberbullying,cyberbullying
bodoh pelihara,cyberbullying,cyberbullying
btw kemaren gue presentasi ancur banget bjir wkwk presentasi ter buruk bodoh nya gue sih gue ngerti nanya gue gue gabisa banyak bantu dosen,cyberbullying,cyberbullying
mampus lo sepupu bodoh,cyberbullying,cyberbullying
jgn bodoh,cyberbullying,cyberbullying
bocil bodoh gasuka skip darahlu didih yg bahas kpop,cyberbullying,cyberbullying
bodoh sampaintdk perijinannya lihat duit aja,cyberbullying,cyberbullying
jelasin dasar lanjut gede yg orang awam ikut kpopers pembullyan persis berkalikali curiga sebenernya kpopers liat aja kaumm,non-cyberbullying,non-cyberbullying
iya bodoh deh,cyberbullying,cyberbullying
bodoh jamaah,cyberbullying,cyberbullying
ngejelasin tnpa mmbuat liat bodoh,cyberbullying,cyberbullying
motivasi penuh bodoh,cyberbullying,cyberbullying
emang salamo ko den bodoh,cyberbullying,cyberbullying
fans bodoh yg nyalahin madrid baca ya,cyberbullying,cyberbullying
kau bodoh,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
orang pintar renung orang bodoh singgung,cyberbullying,cyberbullying
bodoh cikgu ya miak org putih ya nak belasah bok nak padah stahp stahp,cyberbullying,cyberbullying
jir udah aja orang bodoh tolol goblok anak jablay ni ntah rasuk,cyberbullying,cyberbullying
nak jawa kuncikalo jawa bodoh miskin jawa tentu p,cyberbullying,cyberbullying
woi bodoh atur fifa ubah atur fifa minimal gak komen gak tau liat bodoh,cyberbullying,cyberbullying
bodoh kelakar,cyberbullying,cyberbullying
bodoh ya,cyberbullying,cyberbullying
polisi jaga tambang illegal peilik tambang illegal polisi tau kalo ambang illegal kalo tau sana orang bodoh yg gaji rakyat,cyberbullying,cyberbullying
acah paling bodoh jela geng un ni nampak,cyberbullying,cyberbullying
statement bodoh,cyberbullying,cyberbullying
plis jgn bodoh dlu kak,cyberbullying,cyberbullying
orang bodoh aje taksub celeb,cyberbullying,cyberbullying
wowkwowk bodoh,cyberbullying,cyberbullying
beli kaset so mlh beli tanam bodoh,cyberbullying,cyberbullying
anwar ibrahim bodoh,cyberbullying,cyberbullying
x tarik rambut tepung hati nak dijagawalamingnak collaborang tu sibuk rawat sakit kronik orang x tahan nafsu makan pastu susah orangtakkan nak resipi sihat ka nak kena ajar kau,non-cyberbullying,non-cyberbullying
yak lagilagi gaes yak opini bodoh,cyberbullying,cyberbullying
sakit dgn gejala orang lupa bodoh hilang logika malu lupa dosa aneh jago cuci tangan mekanisme tahan sudut tangkap basah aneh hinggap par,cyberbullying,cyberbullying
vini bodoh stop dramaa anjgg,cyberbullying,cyberbullying
bodoh ny lupa ngerjain essay jdny hjam lg,cyberbullying,cyberbullying
bodoh emang atlet,cyberbullying,cyberbullying
bodoh pekat,cyberbullying,cyberbullying
ingat cerdik kau ni bodoh bailout mangkok vendor sapura hutang bayar now dapura bayar ratus lg melayu kena kau bingai jgn sgt malu kat family,cyberbullying,cyberbullying
kasi opini bodoh pakai pp foto bang biar ga malu,cyberbullying,cyberbullying
hilangin manusia bodoh korup,cyberbullying,cyberbullying
ter post gambar tu dah hahahaha bodoh,cyberbullying,cyberbullying
suka perangai gampang kau bodoh je pagi siak nak marah duh,cyberbullying,cyberbullying
this is so me ambik cuti bawak oreo back to back klinik orang cuti kucing bodoh kucing tu family tauuu kau anak sakit cuti pastu takde hak cuti cuti dah jela,cyberbullying,cyberbullying
kapten bodoh wkwk,cyberbullying,cyberbullying
keluarga gue bodoh kalo tahan hubung kaya gitu gimana kalo ngulang mental gue utamain gimana ayah suami j,cyberbullying,cyberbullying
nama jer lawyer bodoh nak mampus,cyberbullying,cyberbullying
kaya mikir bodoh bgt ya,cyberbullying,cyberbullying
logika cacat bodoh miskin,cyberbullying,cyberbullying
lu bodoh cicak beda dgn berhala hubaljika lu sujud cicak tembok masjid lu yg masalahin depan lu berhala lu bilang gila sinting kayak nabi palsu muhammad j,cyberbullying,cyberbullying
bodoh sakit ai,cyberbullying,cyberbullying
shiaannn haritu nak suruh orang dengar dapat diaspesis bodoh mak ayah turun kt anak la ni kacakap mak kat kau kena gangbang sruh jantan gangbang mak kau pakai kondom dah lahir sorang,cyberbullying,cyberbullying
bodoh la macai bossku ni duit tu mmg pasti vendor bayar sapura dah strategic in the sense that those vendors can survive and pay their employees nak raya kot,cyberbullying,cyberbullying
bnwr bertahuntahun jd orang bodoh,cyberbullying,cyberbullying
wkwk bodoh,cyberbullying,cyberbullying
mang jaja jabat purapura bodoh bodoh beneran paripurna bodoh selamat puasa,cyberbullying,cyberbullying
sejarah hitam bangsa indonesia parah gspki tukang kayu bodoh tipu kaum intelektual lembaga negara tinggi bencana akal sehat besar dunia,cyberbullying,cyberbullying
maksud tuh analogi khayal gak diksi acara debat calon presiden amp,non-cyberbullying,non-cyberbullying
rakyat ndak pintar ndak bodoh diberakin orang,cyberbullying,cyberbullying
gaji ahli parlimen cecah rm ayat senang nak paham benak ubi pas bodoh kau buka taik lembu bangang,cyberbullying,cyberbullying
bodoh goblog tolol kali malu maluin,cyberbullying,cyberbullying
bodoh nya cio obrak abrik nyari jam tangan mual kamar kucing kamar mandi kamar kamar mandi ortu kamar otu kamar cio ruang tamu meja makan meja tv minggu bolak eh gataunya mobil anjggg mobil ud cek x,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
kalo jual pake akun dagang nimbrung war bodoh nama kalo udah aja kelen playing victim penyepong sugon syarat kopong ya otak,cyberbullying,cyberbullying
sih bikin siar pers jelek,cyberbullying,cyberbullying
bukti kalo pep arogan usak sepak bola main city jelek ga buruk city,cyberbullying,cyberbullying
jelek bgt perilaku anak pantesan rasisin supporter spanyol,cyberbullying,cyberbullying
maaf temen tim begayaan ya kocak grgr lu main jelek mendy sm mbappe sakit,cyberbullying,cyberbullying
emang dasar main tengil main jelek tengil anjir,cyberbullying,cyberbullying
yaampun ni jamet please pick a struggle sifat jelek embat,cyberbullying,cyberbullying
polisi huni neraka deh habis habis berita jelek polisi latih polisi ya,cyberbullying,cyberbullying
ahhh jelek tl gue beranta,cyberbullying,cyberbullying
kaum emak emak bikin statement childfree bakar ngatain ntar tinggal suami tua gaada yg ngurus masuk neraka jelek bgt ngomong ky gi,cyberbullying,cyberbullying
ya ngapalin rumus chatgpt yg suka beban guru stackoverflow vibe mathematician ajar lewar llm kemarin pas antar matematika nilai jelek krn first,cyberbullying,cyberbullying
ealah si punez jota aja main jelek ttep kasih main chiesa jelek lngsung parkir pilih kasih njir sibotak kampret,cyberbullying,cyberbullying
ehh maaf jelek bgtt,cyberbullying,cyberbullying
nama jelek jelek,cyberbullying,cyberbullying
asa gw yg bilang kalo inuyasha jelek,cyberbullying,cyberbullying
udah trust issue banget ya bang skandal artis krna perintah jelek,cyberbullying,cyberbullying
apologize squad pk taker lu jelek tambah ngorbanin injury,cyberbullying,cyberbullying
kalo bikin opini jelek gausah pake hastag,cyberbullying,cyberbullying
sedap kena squirt dkt muka,non-cyberbullying,non-cyberbullying
nunggu thr cair,non-cyberbullying,non-cyberbullying
ya allah gue sempat,non-cyberbullying,non-cyberbullying
dah x aja w rewatch,non-cyberbullying,non-cyberbullying
aman koordinasi hp tenang,non-cyberbullying,non-cyberbullying
tumbang positif dbd koordinasi,non-cyberbullying,non-cyberbullying
dik,non-cyberbullying,non-cyberbullying
emang serba salah kurus anggap jelek gemuk dikit bilang gendut wkwk,cyberbullying,cyberbullying
org gendut goblok otak perut,cyberbullying,cyberbullying
kontol gendut goblok,cyberbullying,cyberbullying
bener ya guysss amanah,non-cyberbullying,non-cyberbullying
cash unit keep dealer konfirmasi lengkap berkas mbah tu pilih hndak bayar tunai transfer,non-cyberbullying,non-cyberbullying
gas yok,non-cyberbullying,non-cyberbullying
ayok gas,non-cyberbullying,non-cyberbullying
donk,non-cyberbullying,non-cyberbullying
mending duit gaji wamen amp,non-cyberbullying,non-cyberbullying
si gendut goblok bgt anjeng orang yg asing dunia film an angkat direktur utama otak tutup lemak kali,cyberbullying,cyberbullying
jabat klo udh gendut tuh ngeselin ya anjing,cyberbullying,cyberbullying
sumpah tous les jours sency udah nyabut standee si soomen wkakaka king of hallyu star downfall era,non-cyberbullying,non-cyberbullying
kalo satpam sih badan kek gendutgendut otot gitu,non-cyberbullying,non-cyberbullying
buzzernya si gendut knp tolol sih,cyberbullying,cyberbullying
sumpah yaa putus kocak prabowo gua ga terima putus nih maksud gua ga ngangkat orang yg bener expert dunia film sihhh gendut syalaaaaaaannn aaaaaaaa kesel bgt gua anjingg kontol,cyberbullying,cyberbullying
hahaha lucu si gendut,non-cyberbullying,non-cyberbullying
presiden public speaking udah mah jelek bannget plin plan kagak bagus nya si gendut,cyberbullying,cyberbullying
keren kucing gendut males,non-cyberbullying,non-cyberbullying
iya mn skrg jelek gendut idih,cyberbullying,cyberbullying
please lu yg incel jelek gendut kocak kalo ngatain tuna rupa diet woi calon calon kena diabetes lu ngegym sewa pt ngatain orang tuna harta ken bgt divalidasi dr segi kaya just dont choose this ways ur style too tacky bitch,cyberbullying,cyberbullying
liat ya nder klo dah,non-cyberbullying,non-cyberbullying
cinta dilema,non-cyberbullying,non-cyberbullying
udah jelek gendut ngga tau si anjing emg minum gas campur bensin gin cari duit,cyberbullying,cyberbullying
hari kerja manfaat atas ban bocor hujan jalan pulang sampe rumah liat berita jelek gin si gendut kontol bikin badmood aj,cyberbullying,cyberbullying
ga aja si gendut tua orang film yg hebat hado maki aja ni,non-cyberbullying,non-cyberbullying
gua tim makan nggak gendutgendut,non-cyberbullying,non-cyberbullying
anak sy tiga lahir bantuin asisten dokter obgyn bareng sm bidanperawat tiga bantu dokter yg pakdok berani nan sy bantu istri sampeyan lahir gaaas alam yg,non-cyberbullying,non-cyberbullying
gojek dokter pasang earphone lagu perunggu x inget inget inget rumah anak mantan istri kangen kangen nya peluk orangtua gak tau terahkir kali airmata gak bendung sesak udah ledak waullahuallam,non-cyberbullying,non-cyberbullying
nama resmi swarna warna solo,non-cyberbullying,non-cyberbullying
stres emg si gendut tolol,cyberbullying,cyberbullying
udah jelek gendut,cyberbullying,cyberbullying
yaelah item gendut obesitas diabetes sok keras banget anjing wkwkwk,cyberbullying,cyberbullying
orangorang bingung orang indo bela ksh dah noh si gendut jelek ngilangin anak orang aja tetep pilih presiden,cyberbullying,cyberbullying
pemda gak alat berat sewa mobil sedot wc hari juta kasih terdampang kelar hari emang kontol aja dasar pemkab nya,non-cyberbullying,non-cyberbullying
ainiii bang,non-cyberbullying,non-cyberbullying
allahuakbar,non-cyberbullying,non-cyberbullying
kalo yg versi oversized rekomend bgt bahan premium adem ga terawang flowy jugaak ga gampang kusut jahit super rapiih gw akuin best bgt cuttingannya oversized tp ga bikin gendut gt lohh btw brand lokal sumpa bagus pol,non-cyberbullying,non-cyberbullying
kerja lumpur villa nusa udah lancar alhamdulillah,non-cyberbullying,non-cyberbullying
tp gabisa hue,non-cyberbullying,non-cyberbullying
kwkwkkwkwkw import apalegi lu genduthahahha,non-cyberbullying,non-cyberbullying
lucu gendut gitu ya,non-cyberbullying,non-cyberbullying
ya allah co outfit olga lembar nnti prgka solat ied pake baju lari sih,non-cyberbullying,non-cyberbullying
woy gendut bawah lu kaya anjing diem bae bangsat,cyberbullying,cyberbullying
garansi rangka ehmm,non-cyberbullying,non-cyberbullying
aman ni,non-cyberbullying,non-cyberbullying
gendut bangsat,cyberbullying,cyberbullying
ribu nambah dikit ya nambah juta aja kawa dah men dp,non-cyberbullying,non-cyberbullying
gapapa jelek amp,cyberbullying,cyberbullying
yaps kur bank murah bungannnya tpi suami istri wajib,non-cyberbullying,non-cyberbullying
bagus biar ga gendut,non-cyberbullying,non-cyberbullying
cinta nya orang gak tau bot,non-cyberbullying,non-cyberbullying
p bang,non-cyberbullying,non-cyberbullying
kalo kawa meajukan kur bank aju aja mbah tu nukar cash kendara nder,non-cyberbullying,non-cyberbullying
gw gak nahan bahagia gw doa gw sehat aja udah makasih temen temen arahin ketemu bener bener butuh,non-cyberbullying,non-cyberbullying
bayangin cari loker susah nya ampun gaji underpaid syarat kudu spek dewa latih balai kota previllege itung nambah hasil eh gara wowo gendut ngide bikin program jelek uang insentif balai kota kena potong efisienshit,cyberbullying,cyberbullying
om tau cerita temen gereja pas covid cerita gak kaya omonging media yaa inget koh yudisanak gereja pas neng bener dapet imb hormat,non-cyberbullying,non-cyberbullying
bsi gak pantes bang asli dah koperasi simpan pinjam aja,non-cyberbullying,non-cyberbullying
info berak kampus salemba,non-cyberbullying,non-cyberbullying
yg vale gabakal jual ya ngincer minsitthar vale,non-cyberbullying,non-cyberbullying
what if cerdik kancil kelabu si bodoh gendut would be awesome story,cyberbullying,cyberbullying
bocil susune gede banget,non-cyberbullying,non-cyberbullying
rupiah kecil dolar monyet,non-cyberbullying,non-cyberbullying
butuh banget kontol gaymakassar,non-cyberbullying,non-cyberbullying
circle mua emang gtu buzz perintah maen kaki diperluin digunain,non-cyberbullying,non-cyberbullying
rt rumah gw jg adaaa,non-cyberbullying,non-cyberbullying
semalem gigil jam penuh gak tau kerja numpuk tetao ngirim bantu vilnus sedot lumpur karna bajing pemkab nya walikota kaya gw,non-cyberbullying,non-cyberbullying
gw mah lu fetish sumpah tolol bangsat anjing gw murka yg kmren baca ngebayangin anak gw,cyberbullying,cyberbullying
hacker grup wa,non-cyberbullying,non-cyberbullying
prabowo tua tolol pemikiranya muter an aja ga yg ubah yg ubah gendut ya tni tempat barak tahan daulat negarabukan kantor,cyberbullying,cyberbullying
gak emang komplot tukang nakutin orang asa hacker yg emng org cyber yg dapet data instansi nge crack,non-cyberbullying,non-cyberbullying
jelek tua gendut laku nyerang bocil fans mu,cyberbullying,cyberbullying
gawin lu gendut bgttu perut lucu,non-cyberbullying,non-cyberbullying
pantes pens ayam merah tolol ketua gendut idiot satu el tatrum yg model kek lu masak yg mengagungkanagungkan clubnya gk tau kondisi kontrak main wkwk,cyberbullying,cyberbullying
petisi bentuk demo udah gendut goblok buzzer males bgt,cyberbullying,cyberbullying
periksa,non-cyberbullying,non-cyberbullying
ayok,non-cyberbullying,non-cyberbullying
jilat aja ya,non-cyberbullying,non-cyberbullying
bilang udah maen hacker hackeran nya cyber polisi gak yagn percaya,non-cyberbullying,non-cyberbullying
orang kontak ga antem sih cuman yg maluin nya grup keluarga ortu ku caper kirim vt tiktok tuh sampe marah ngejelekin paslon esp anies muji si gendut pdhal gada yg bahas politik sana bahas makan bareng a,cyberbullying,cyberbullying
bego pelihara wkwk noh kambing pelihara udah gendut,cyberbullying,cyberbullying
gendut bener lucu wkwk,non-cyberbullying,non-cyberbullying
bisa nyusahin rakyat goblok lu gendut mati kek lu,cyberbullying,cyberbullying
gendut goblok,cyberbullying,cyberbullying
nyatggu que,non-cyberbullying,non-cyberbullying
kabinet lu dah gendut tolong ama rakyat bahas isu sampah kwkwkw kocak,cyberbullying,cyberbullying
perut gendut banget lucu banget,non-cyberbullying,non-cyberbullying
ga lucu banget gendut,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
enak tinggal jilat aja,non-cyberbullying,non-cyberbullying
prabowo narsis bgt anjing kapasitas mumpuni kau jilat kaki jabat gendut biji,cyberbullying,cyberbullying
cok ni aja genre bl lu harap genre salah satu yg st kocak lu,non-cyberbullying,non-cyberbullying
wkwkwk gendut tolol jelek wkwkwkw,cyberbullying,cyberbullying
logika cacat menteri si gendut bom nangkep orang sulprus demokrasi,cyberbullying,cyberbullying
kalo bener mah bagus ga arah sono wkwkwk emang ken bilang pahlawan aja si gendut,non-cyberbullying,non-cyberbullying
ngewe,non-cyberbullying,non-cyberbullying
mandi goblok dekil gendut item,cyberbullying,cyberbullying
tampang jelek bin gendut jokers,cyberbullying,cyberbullying
sampah gendut angkut pandawara,cyberbullying,cyberbullying
lucu hacker tutup akun,non-cyberbullying,non-cyberbullying
ya om om tolol elu gendut,cyberbullying,cyberbullying
reff benyai,non-cyberbullying,non-cyberbullying
hrd amp,non-cyberbullying,non-cyberbullying
gendut banget yak lucu,non-cyberbullying,non-cyberbullying
bangun telat sahur badan gigil hidung meler bismillah,non-cyberbullying,non-cyberbullying
udah cerai,non-cyberbullying,non-cyberbullying
velmeal selasa makan aja abisin stok tp suka gizi,non-cyberbullying,non-cyberbullying
laku goblok menteri kabinet gendut,cyberbullying,cyberbullying
,non-cyberbullying,non-cyberbullying
lucu bgt gendut,non-cyberbullying,non-cyberbullying
semangat yaa dd doain baik biar gak gendut fing nya bersih deh join oa,non-cyberbullying,non-cyberbullying
iyap bos orang cina kalo vendorcustomer bos nya orang korea hati treat nya karna ribet gamau keluar cost,non-cyberbullying,non-cyberbullying
kucing gue gede gin liat gue panggil gendut muka marah maap beneran lucu maap banget gue tuju winwin,non-cyberbullying,non-cyberbullying
iyyyhhh ril min,non-cyberbullying,non-cyberbullying
renjun jelek gendut gitu ngapain ngebandingin sjk sukses keluarga bahagia,cyberbullying,cyberbullying
del btw makasih,non-cyberbullying,non-cyberbullying
jalanin th dpt remisi teruzan bentar ngandang trus,non-cyberbullying,non-cyberbullying
gara orang goblok gendut pola pikir nya cetek ndasmu doang si presiden negara mahal bahan pokok dll rakyat gk pajak yg pajakin bahan produksi otomatis barang,cyberbullying,cyberbullying
gara orang goblok gendut pola pikir nya cetek ndasmu doang si presiden negara mahal bahan pokok dll rakyat gk pajak yg pajakin bahan produksi oto,cyberbullying,cyberbullying
pingin chat sex,non-cyberbullying,non-cyberbullying
lihat anjing ekor aneh ha ha ha si botak rangkak keliling halaman ayo cepat si gendut perlahan hajar rangkak benarbenar nikmat allahallahallahallahallah desah,cyberbullying,cyberbullying
ribet si gendut bau setan lu anjink anak gusur bego,cyberbullying,cyberbullying
nen,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
laut sungai besok nih,non-cyberbullying,non-cyberbullying
ndak,non-cyberbullying,non-cyberbullying
ken tuh,non-cyberbullying,non-cyberbullying
ayok mi,non-cyberbullying,non-cyberbullying
udh,non-cyberbullying,non-cyberbullying
,non-cyberbullying,non-cyberbullying
ayok,non-cyberbullying,non-cyberbullying
ayok,non-cyberbullying,non-cyberbullying
ngewe,non-cyberbullying,non-cyberbullying
ahhhhhsruppp,non-cyberbullying,non-cyberbullying
lendir,non-cyberbullying,non-cyberbullying
muncrat nya,non-cyberbullying,non-cyberbullying
apa muncrat,non-cyberbullying,non-cyberbullying
kurus biar enak gerak nyaman tubuh and i know that gak sehat neither bugar confident gendut murah outfit bagus especially libur nikmat momenmomen libur aktivitas fisik,non-cyberbullying,non-cyberbullying
enak kasar kenceng,non-cyberbullying,non-cyberbullying
bagus bubarin aja lembaga uda kuasa aja negri,non-cyberbullying,non-cyberbullying
kalo udah tau genre nya queer tonton aneh banget maaf,non-cyberbullying,non-cyberbullying
udah pelan,non-cyberbullying,non-cyberbullying
tinggal sodok kontol,non-cyberbullying,non-cyberbullying
tuju nya ga blakblakan media rawan sponsor minggat main gamau kesini gw ga percaya bangkrut kalo phk musim kemarin aja ma,non-cyberbullying,non-cyberbullying
omon omon si kakek gendut suka bonbon indonesiagelapjilid presidenkoktolol,cyberbullying,cyberbullying
gw aja maaf yg dampak karna telat kasih bantu camat yg malak ac pemkab ucang ucang kaki neraka lu bajing,non-cyberbullying,non-cyberbullying
akun lu noh ga kontol followers doang gaya anjing udah tua gendut tolol miskin ketemu gue bejek bejek muka lu anjing,cyberbullying,cyberbullying
wehhh,non-cyberbullying,non-cyberbullying
kabinet udh gendut orang yg libat bikin negara goblok,cyberbullying,cyberbullying
gagigagi gntt,non-cyberbullying,non-cyberbullying
hari tlp alat berat harga nya gak masuk akal moga jalan mari teriak pemkab kontol,non-cyberbullying,non-cyberbullying
info tukang pijit area bandung,non-cyberbullying,non-cyberbullying
andai smua polisi ganti sm satpam bca yg sigap good looking amp,non-cyberbullying,non-cyberbullying
tau gak arah nya mana,non-cyberbullying,non-cyberbullying
yg tinggal jam tante,non-cyberbullying,non-cyberbullying
main ask fm approach iming imbal suruh bekap mulut ku pakai kain kaki tangan ikat kayak culik gitu video foto,non-cyberbullying,non-cyberbullying
tuh tau,non-cyberbullying,non-cyberbullying
biar lurus pipis,non-cyberbullying,non-cyberbullying
tante,non-cyberbullying,non-cyberbullying
gak manis gak gerak benefit ya minimal feedback apa mereka karna pikir hidup jual beli abdi apa agama sacrifice landas as always,non-cyberbullying,non-cyberbullying
ron kamonohashi anime detektif,non-cyberbullying,non-cyberbullying
betull pake masalah coba gunain android kak jgn apple thanks me later hehehe,non-cyberbullying,non-cyberbullying
sahur makan gulai hiu,non-cyberbullying,non-cyberbullying
tbh kalo nonton cari genre putus nonton,non-cyberbullying,non-cyberbullying
iya maap yak,non-cyberbullying,non-cyberbullying
kak udah nonton hm,non-cyberbullying,non-cyberbullying
kayak ya,non-cyberbullying,non-cyberbullying
baca dek,non-cyberbullying,non-cyberbullying
iya maap ya kak,non-cyberbullying,non-cyberbullying
sebenernya iya biar angin segar ahahaha,non-cyberbullying,non-cyberbullying
ok syap bang,non-cyberbullying,non-cyberbullying
pocong be softlens,non-cyberbullying,non-cyberbullying
aowkwkwk,non-cyberbullying,non-cyberbullying
yap putus bikin anime dapat ga suara ga selera beda,non-cyberbullying,non-cyberbullying
inti bebas dapat ngereview nonton full nya kalo ga tuju dapat ku yagapapa selera beda,non-cyberbullying,non-cyberbullying
nonton genre yaoi yuri,non-cyberbullying,non-cyberbullying
ga ku mc nya doang yaoi nonton full selera beda ya overall ok review ku ngasih dapat,non-cyberbullying,non-cyberbullying
badan gendut pake baju model babydoll gitu gak bagus ya,non-cyberbullying,non-cyberbullying
gua dah tau genre nya dar,non-cyberbullying,non-cyberbullying
emang kak meta aneh temen gitu saran fb aja trus otomatis ig kak pake ads nya sana bost nya sampe ig jgn topup ads nya,non-cyberbullying,non-cyberbullying
hindarin kak pasang iklan nya fb otomatis connect ig karna meta coba biar gak bocor,non-cyberbullying,non-cyberbullying
ayo jaksa agung bersih cecurut dipertamina sgerakan terang ahok jabat komut pertamina,non-cyberbullying,non-cyberbullying
wkwkw lucu ni versi gendut,non-cyberbullying,non-cyberbullying
duh gw tau case nya gak expert banget nnti deh discus temen bidang tau mana letak bocor nya ku share,non-cyberbullying,non-cyberbullying
gw percaya yg bela palestina kecuali gresinov titik,non-cyberbullying,non-cyberbullying
halloooo gw isi shoppepay no gw pake orang gila,non-cyberbullying,non-cyberbullying
gimana serius kalo dalam kabinet oknum indikasi korup piara migor impor gula judol lanjut,non-cyberbullying,non-cyberbullying
bct jg ya nih org idol lu tuh lindung ketek bsh papi bear gendut yg suka nyewa lc ani beuhh mantap kali,non-cyberbullying,non-cyberbullying
butuh bantu tolong lebih ya bantu sesimple aja udah jgn nnti dah maling makan keluarga ngerasa iba dah telat kaya gak tau hukum negara kontol,non-cyberbullying,non-cyberbullying
oon banget ye,non-cyberbullying,non-cyberbullying
name,non-cyberbullying,non-cyberbullying
bayar orang gaji rb hari bantu terdampang banget perintah jthari emang kontol aja lu fetish nya bikin susah rakyat kerja bener meriang kali monyet,non-cyberbullying,non-cyberbullying
asli deh gak alesan perintah gak man power gak alat warga dampak asli deh gak gagal gagap bencana bajing,non-cyberbullying,non-cyberbullying
tolong suhuuu cariin no,non-cyberbullying,non-cyberbullying
dapet kerja gt,non-cyberbullying,non-cyberbullying
yaudah gk ush nntn aja kak,non-cyberbullying,non-cyberbullying
tau sewa alat berat gak sih kaya nunddu perintah keburu banjir dateng deh,non-cyberbullying,non-cyberbullying
biasain liat genre nya kak beda dapat dar genre nya emang homo,non-cyberbullying,non-cyberbullying
ya kalo selera lo yaoi mah move pindah genre anime but you choose to be a bitch,non-cyberbullying,non-cyberbullying
ajar nangkap genre ndut yaoi homo gimana sih lu nonton yaoi expect sih fetish lo,non-cyberbullying,non-cyberbullying
wkwkwkw lucu banget makan,non-cyberbullying,non-cyberbullying
bener dah gw paham orang males hubung orang ngeribetin,non-cyberbullying,non-cyberbullying
mobil air aja juta angkut gw kirim dah iitung aja mobil tai angkut x angkut aja dah tau air minum kasih makan rawan nya kocak,non-cyberbullying,non-cyberbullying
nyambangi markas anjing gendut alias polres jancok,cyberbullying,cyberbullying
ga tuju wowo netein orang,non-cyberbullying,non-cyberbullying
ngangur bntar ciduk pasang vpn nya telat,non-cyberbullying,non-cyberbullying
nnti lu gaul kepala sekolah lu awas kencing celana sist,non-cyberbullying,non-cyberbullying
jam kerja jam kocak kerja,non-cyberbullying,non-cyberbullying
bantu kurleb jtan deh keluar jtan yee kocak untung dimane memek,non-cyberbullying,non-cyberbullying
ayok,non-cyberbullying,non-cyberbullying
kerja si umur,non-cyberbullying,non-cyberbullying
dikiralu lari ip lu dah pegang anak sekolah tantrum kepala sekolah lu gw dah nih gw share gak ip lu,non-cyberbullying,non-cyberbullying
gendut bego muncul,cyberbullying,cyberbullying
mantap tuh,non-cyberbullying,non-cyberbullying
anak sekolah,non-cyberbullying,non-cyberbullying
tiati yakkkk rumah lu gw kirim makan tenang dah gw bayar jgn nang bikin klarifikasi,non-cyberbullying,non-cyberbullying
jogja,non-cyberbullying,non-cyberbullying
real,non-cyberbullying,non-cyberbullying
ayok,non-cyberbullying,non-cyberbullying
bal,non-cyberbullying,non-cyberbullying
gak donk,non-cyberbullying,non-cyberbullying
ayok tuntas,non-cyberbullying,non-cyberbullying
ayok gas,non-cyberbullying,non-cyberbullying
banget,non-cyberbullying,non-cyberbullying
tante,non-cyberbullying,non-cyberbullying
yaelah bro lu kalo tau anime bl knp komen yaudah manga sono yg ga homo biar gua baca aneh dah akihiko bisexual lu kalo gatau research,non-cyberbullying,non-cyberbullying
